DTSTAMP,DTSTART,DTEND,SUMMARY,LOCATION,DESCRIPTION,CREATED,LAST-MODIFIED,SEQUENCE
<icalendar.prop.vDDDTypes object at 0x000002109497E2C0>,2021-10-08T11:30:00,2021-10-08T15:30:00,SAE11: Cybersécurité,RT-Labo Informatique 2,"

RT1App
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109497E6E0>,2022-01-07T07:15:00,2022-01-07T11:00:00,Systèmes et stockage virtualisés,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109497EB30>,2021-10-12T06:15:00,2021-10-12T10:00:00,Administration Windows Server,Pôle formation (Monéteau),"

RT-LP GSIE
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109497EF20>,2022-02-05T06:00:00,2022-02-05T17:30:00,JPO,"RT-Amphi,RT-Labo Informatique 1,RT-Labo Informatique 2,RT-Labo Informatique 3,RT-Salle Info CAO,RT-Salle-TD1,RT-Salle-TD2,RT-Salle-TD3,RT-Salle-TD4,RT-Labo Electronique 1,RT-Labo Electronique 2,RT-Labo Telecoms 1,RT-Labo Telecoms 2,RT-Labo Telecoms 3,RT-Labo reseaux 1,RT-Labo reseaux 2","

RT Apprentissage
RT-LP GSIE
RT1-S1
RT1-S2
RT2-S3
RT2-S4
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109497F310>,2021-09-27T08:15:00,2021-09-27T10:15:00,Projet Personnel et Professionnel,RT-Labo Informatique 1,"

TDFourier
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109497F730>,2021-09-13T08:15:00,2021-09-13T10:15:00,Scripts avancés,RT-Salle-TD3,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109497FB20>,2022-02-10T09:15:00,2022-02-10T11:15:00,CM Solutions métier,RT-Labo reseaux 1,"

LP-CyberSécurité
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949900D0>,2021-09-28T08:15:00,2021-09-28T10:15:00,Anglais,RT-Salle-TD4,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094990340>,2021-11-15T07:15:00,2021-11-15T09:15:00,Mathématiques du signal,RT-Salle-TD1,"

TDBell
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094990730>,2022-01-17T07:15:00,2022-01-17T09:15:00,Gestion de projet,RT-Salle-TD1,"

TDBell
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094990B20>,2021-11-17T13:00:00,2021-11-17T16:00:00,Mathématiques des transmissions,RT-Labo Informatique 2,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094990F10>,2022-01-28T07:15:00,2022-01-28T09:15:00,Technologie de l'internet,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094991300>,2021-12-08T07:15:00,2021-12-08T09:15:00,Anglais DS,RT-Salle-TD1,"

RT2App
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949916F0>,2021-10-04T06:15:00,2021-10-04T10:15:00,Bases des systèmes d'exploitation,RT-Labo Informatique 3,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094991B10>,2021-11-09T08:15:00,2021-11-09T11:15:00,Mathématiques des transmissions,RT-Labo Informatique 3,"

RT1Shannon2
RT1Shannon1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094991F00>,2021-10-12T12:00:00,2021-10-12T14:00:00,Mathématiques des transmissions,RT-Salle Labo Visio,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949922F0>,2021-10-06T12:00:00,2021-10-06T16:00:00,Bases des systèmes d'exploitation,RT-Labo Informatique 2,"

RT1Huffman
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094992710>,2022-01-10T12:30:00,2022-01-10T16:15:00,LINUX,RT-Salle Info CAO,"

LP-CyberSécurité
LP-GSIE-ARE-1
BOUCHER ARNAUD
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094992B00>,2021-11-24T15:00:00,2021-11-24T17:00:00,Mathématiques des transmissions,RT-Salle-TD1,"

TDBell
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094992EF0>,2021-11-22T13:00:00,2021-11-22T15:00:00,Matrices et graphes,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949932E0>,2021-11-08T15:00:00,2021-11-08T17:00:00,Mathématiques du signal,RT-Salle-TD2,"

TDFourier
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949936D0>,2021-12-15T09:15:00,2021-12-15T11:15:00,Fibres optiques,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094993AC0>,2022-02-10T09:15:00,2022-02-10T11:15:00,Mathématiques des systèmes numériques,,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A40A0>,2021-11-18T08:15:00,2021-11-18T11:15:00,Mathématiques des transmissions,RT-Labo Informatique 2,"

RT1Huffman
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A4310>,2021-10-12T14:00:00,2021-10-12T16:00:00,Anglais,RT-Labo Informatique 2,"

RT2App
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A4700>,2022-01-03T13:00:00,2022-01-03T16:00:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A4B20>,2021-12-07T14:30:00,2021-12-07T16:30:00,TP Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A4F40>,2021-11-26T09:15:00,2021-11-26T11:15:00,DS Principes et architecture des réseaux,RT-Amphi,"

RT1-S1
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A5360>,2021-09-30T06:15:00,2021-09-30T08:15:00,Anglais général,RT-Labo Informatique 2,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A5750>,2021-09-09T11:30:00,2021-09-09T15:30:00,Scripts avancés,RT-Labo Informatique 1,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A5B40>,2021-09-20T09:30:00,2021-09-20T09:45:00,Photos pour trombinoscope,,"

RT1App
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A5F60>,2021-12-07T13:00:00,2021-12-07T16:00:00,DS TP Electronique,RT-Labo Electronique 1,"

RT1Shannon2
RT1Shannon1
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A6350>,2021-12-17T12:30:00,2021-12-17T16:15:00,Administration Active Directory,Pôle formation (Monéteau),"

RT-LP GSIE
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A6740>,2021-12-08T07:15:00,2021-12-08T09:15:00,Anglais général,RT-Labo Informatique 2,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A6B30>,2021-10-20T08:15:00,2021-10-20T10:15:00,Scripts avancés DS TP,RT-Labo Informatique 1,"

RT2App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A6F20>,2021-10-18T14:00:00,2021-10-18T16:00:00,DS Initiation réseaux,RT-Amphi,"

RT1-S1
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A7310>,2022-02-15T13:00:00,2022-02-15T15:00:00,Mathématiques des systèmes numériques,RT-Amphi,"

TDBell
TDFourier
RT1-S1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A7730>,2022-02-04T07:15:00,2022-02-04T11:15:00,Administration système,RT-Labo Informatique 2,"

RT1Shannon2
RT1Shannon1
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949A7B20>,2021-09-07T06:15:00,2021-09-07T08:15:00,Technologies d'accès,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C00D0>,2021-12-07T09:15:00,2021-12-07T11:15:00,Electromagnétisme,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C0340>,2021-10-14T06:15:00,2021-10-14T08:15:00,Transmissions guidées,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C0730>,2021-12-02T08:00:00,2021-12-02T11:00:00,DS TP Blanc Electronique,RT-Labo Electronique 1,"

RT1Shannon2
RT1Shannon1
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C0B20>,2022-01-03T07:15:00,2022-01-03T11:15:00,Architecture des systèmes numériques et informatiques,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C0F10>,2021-10-19T14:00:00,2021-10-19T16:00:00,Mathématiques des transmissions,"RT-Amphi,RT-Salle-TD2,RT-Salle-TD1","

RT1-S1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C1330>,2021-09-29T08:15:00,2021-09-29T10:15:00,Anglais général,RT-Labo Informatique 1,"

RT1Shannon2
RT1Shannon1
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C1720>,2021-10-12T08:15:00,2021-10-12T10:15:00,Electronique,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C1B10>,2021-10-20T07:15:00,2021-10-20T10:15:00,Electronique,RT-Labo Electronique 1,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C1F00>,2021-10-25T06:15:00,2021-10-25T08:15:00,Principes et architecture des réseaux,RT-Salle-TD1,"

TDBell
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C2320>,2021-09-13T06:15:00,2021-09-13T08:15:00,Technologies d'accès,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C2710>,2022-01-21T07:15:00,2022-01-21T11:15:00,SE15: Traiter des données,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C2B00>,2021-10-27T06:15:00,2021-10-27T08:15:00,Anglais général,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C2EF0>,2021-11-16T07:15:00,2021-11-16T09:15:00,CM Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C3310>,2021-12-01T07:15:00,2021-12-01T09:15:00,Fibres optiques,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C3700>,2021-11-18T08:15:00,2021-11-18T11:15:00,Electronique,RT-Labo Electronique 1,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949C3AF0>,2021-10-11T08:15:00,2021-10-11T10:15:00,Mathématiques du signal,RT-Salle-TD2,"

TDBell
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CC0A0>,2021-09-21T06:15:00,2021-09-21T08:15:00,Initiation réseaux,"RT-Labo Informatique 1,RT-Labo Informatique 2","

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CC340>,2021-09-09T08:15:00,2021-09-09T10:15:00,Technologies d'accès,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CC730>,2021-11-10T13:00:00,2021-11-10T16:00:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1Turing
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CCB50>,2021-11-23T07:15:00,2021-11-23T09:15:00,DS TP Applications informatiques,RT-Labo Informatique 2,"

RT2Hamming
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CCF70>,2021-10-19T06:15:00,2021-10-19T08:15:00,Fondamentaux de la programmation,RT-Salle-TD2,"

TDFourier
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CD390>,2021-09-16T06:15:00,2021-09-16T10:15:00,Initiation réseaux,RT-Labo Informatique 2,"

RT1Turing
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CD780>,2022-01-13T08:15:00,2022-01-13T11:15:00,Réseaux cellulaires,RT-Labo Informatique 1,"

RT2Dijkstra
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CDB70>,2021-10-20T12:00:00,2021-10-20T14:00:00,Electronique,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CDF60>,2021-09-24T06:15:00,2021-09-24T10:15:00,SAE11: Cybersécurité,RT-Labo Informatique 2,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CE380>,2021-09-16T08:15:00,2021-09-16T10:15:00,Scripts avancés,RT-Labo Informatique 1,"

RT2Dijkstra
RT2Hamming
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CE770>,2021-09-13T12:00:00,2021-09-13T14:00:00,Mathématiques du signal,"RT-Amphi,RT-Salle-TD1","

RT1-S1
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CEB60>,2021-09-16T07:15:00,2021-09-16T08:15:00,Projets tuteurés - Présentation des sujets,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
Réunion/Evènement
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CEF80>,2022-02-15T07:15:00,2022-02-15T11:15:00,Technologie de l'internet,RT-Labo reseaux 1,"

RT1Shannon2
RT1Shannon1
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CF370>,2021-11-30T13:00:00,2021-11-30T17:00:00,Réseaux locaux et équipements actifs,RT-Labo reseaux 2,"

RT1Turing
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CF790>,2021-10-22T11:30:00,2021-10-22T14:30:00,Electronique,RT-Labo Electronique 1,"

RT1Huffman
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949CFB80>,2022-01-21T07:15:00,2022-01-21T11:15:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E8040>,2022-01-03T12:30:00,2022-01-03T16:15:00,Administration Active Directory,Pôle formation (Monéteau),"

RT-LP GSIE
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E8400>,2021-12-14T13:00:00,2021-12-14T17:00:00,SAE12: Réseaux,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E87F0>,2022-02-09T13:00:00,2022-02-09T17:00:00,Technologie de l'internet,RT-Labo reseaux 1,"

RT1Turing
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E8BE0>,2022-02-08T13:00:00,2022-02-08T15:00:00,Anglais Technique,,"

RT1App
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E8FD0>,2021-10-18T06:15:00,2021-10-18T08:15:00,Mathématiques du signal,RT-Salle-TD1,"

TDBell
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E93C0>,2021-09-01T12:00:00,2021-09-01T14:00:00,Matrices et graphes,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E97B0>,2022-01-10T13:00:00,2022-01-10T16:00:00,Supports de transmission pour les réseaux locaux,RT-Labo Telecoms 2,"

RT1App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E9BA0>,2022-02-01T09:15:00,2022-02-01T11:15:00,Anglais Technique,RT-Salle-TD1,"

TDBell
TDBell
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949E9F90>,2022-02-10T09:15:00,2022-02-10T11:15:00,Signaux et systèmes pour les transmissions,RT-Salle-TD1,"

TDBell
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EA3B0>,2021-09-28T12:00:00,2021-09-28T16:00:00,Bases des systèmes d'exploitation,RT-Labo Informatique 1,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EA7D0>,2021-11-22T15:00:00,2021-11-22T17:00:00,Architecture des systèmes numériques et informatiques,RT-Amphi,"

RT1-S1
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EABC0>,2022-01-11T13:00:00,2022-01-11T15:00:00,DS Fibres optiques,RT-Amphi,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EAFB0>,2021-09-21T08:15:00,2021-09-21T10:15:00,Initiation réseaux,"RT-Labo Informatique 2,RT-Labo Informatique 1","

TDBell
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EB3D0>,2021-12-08T09:15:00,2021-12-08T11:15:00,Services réseaux avancés,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EB7C0>,2022-02-09T09:15:00,2022-02-09T11:15:00,Technologie de l'internet,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949EBBB0>,2022-01-14T07:15:00,2022-01-14T11:15:00,SAE13: Telecommunication,RT-Labo Electronique 1,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949F8040>,2021-09-13T14:00:00,2021-09-13T16:00:00,PPP,"RT-Labo Informatique 2,RT-Labo Informatique 1","

RT2Dijkstra
RT2App
RT2Hamming
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949F8430>,2021-10-19T06:15:00,2021-10-19T08:15:00,Expression Culture Communications professionnelles,RT-Salle-TD1,"

TDBell
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
